Filepath Shape BGSM
Actors\Brahmin\CharacterAssets\RBrahminHorns03.nif,RBrahminHorns03:1,Materials\actors\Brahmin\Brahmin.BGSM
Actors\Cat\CharacterAssets\Cat.nif,cat:0,Materials\actors\Cat\body.BGSM
Actors\Character\CharacterAssets\1stPersonFemaleBody.nif,BaseFemaleBody1stPerson:0,Materials\Actors\Character\BaseHumanFemale\basehumanFemaleskin.bgsm
Actors\Character\CharacterAssets\1stPersonFemaleHands.nif,BaseFemaleHands1st:0,Materials\Actors\Character\BaseHumanFemale\basehumanFemaleHands.bgsm
Actors\Character\CharacterAssets\1stPersonMaleBody.nif,BaseMaleBody1stPerson:0,Materials\Actors\Character\BaseHumanMale\basehumanskin.bgsm
Actors\Character\CharacterAssets\1stPersonMaleHands.nif,BaseMaleHands1st:0,materials\actors\character\basehumanmale\basehumanmaleskinhands.bgsm
Actors\Character\CharacterAssets\BaseFemaleHead.nif,BaseFemaleHead:0,Materials\Actors\Character\BaseHumanFemale\basehumanFemaleskinHead.bgsm
Actors\Character\CharacterAssets\BaseFemaleHead_faceBones.nif,BaseFemaleHead_faceBones:0,Materials\Actors\Character\BaseHumanFemale\basehumanFemaleskinHead.bgsm
Actors\Character\CharacterAssets\BaseMaleHead.nif,BaseMaleHead:0,Materials\Actors\Character\BaseHumanMale\basehumanskinHead.bgsm
Actors\Character\CharacterAssets\BaseMaleHead_faceBones.nif,BaseMaleHead_faceBones:0,Materials\Actors\Character\BaseHumanMale\basehumanskinHead.bgsm
Actors\Character\CharacterAssets\ChildBody.nif,ChildBody:0,Materials\actors\Character\HumanChild\childmalebody.BGSM
Actors\Character\CharacterAssets\ChildFemaleHead.nif,ChildFemaleHead:0,Materials\Actors\Character\HumanChild\childfemalehead.BGSM
Actors\Character\CharacterAssets\ChildGhoulHead.nif,ChildGhoulHead:0,Materials\Actors\Character\GhoulsCommon\ghoulchildface.BGSM
Actors\Character\CharacterAssets\ChildHands.nif,ChildHands:0,Materials\actors\Character\HumanChild\childhands.BGSM
Actors\Character\CharacterAssets\ChildMaleHead.nif,ChildMaleHead:0,Materials\Actors\Character\HumanChild\childmalehead.BGSM
Actors\Character\CharacterAssets\FemaleBody.nif,BaseFemaleBody:0,Materials\actors\Character\BaseHumanFemale\basehumanFemaleskin.bgsm
Actors\Character\CharacterAssets\FemaleHands.nif,BaseFemaleHands3rd:0,Materials\actors\Character\BaseHumanFemale\basehumanFemaleHands.bgsm
Actors\Character\CharacterAssets\FemaleNeckGore.nif,FemaleNeckGore:0,materials\Gore\ExplodedMeatTile.BGSM
Actors\Character\CharacterAssets\FemaleNeckGore_faceBones.nif,FemaleNeckGore_faceBones:0,materials\Gore\ExplodedMeatTile.BGSM
Actors\Character\CharacterAssets\MaleBody.nif,BaseMaleBody:0,Materials\actors\Character\BaseHumanMale\basehumanskin.bgsm
Actors\Character\CharacterAssets\MaleGhoulHead.nif,MaleGhoulHead:0,Materials\Actors\Character\GhoulsCommon\ghoulmalehead.BGSM
Actors\Character\CharacterAssets\MaleGhoulHead_faceBones.nif,MaleGhoulHead_faceBones:0,Materials\Actors\Character\GhoulsCommon\ghoulmalehead.BGSM
Actors\Character\CharacterAssets\MaleGhoulNeckGore.nif,MaleGhoulNeckGore:0,Materials\Gore\ExplodedMeatTile.BGSM
Actors\Character\CharacterAssets\MaleGhoulNeckGore_faceBones.nif,MaleGhoulNeckGore_faceBones:0,Materials\Gore\ExplodedMeatTile.BGSM
Actors\Character\CharacterAssets\MaleHands.nif,BaseMaleHands3rd:0,Materials\actors\Character\BaseHumanMale\basehumanmaleskinhands.bgsm
Actors\Character\CharacterAssets\MaleNeckGore.nif,MaleNeckGore:0,materials\Gore\ExplodedMeatTile.BGSM
Actors\Character\CharacterAssets\MaleNeckGore_faceBones.nif,MaleNeckGore_faceBones:0,materials\Gore\ExplodedMeatTile.BGSM
Actors\Character\CharacterAssets\SnekFemHead.nif,SnekFemHead,Materials\FFO\SnekFemHead.bgsm
Actors\Character\CharacterAssets\SnekFemHead_faceBones.nif,SnekFemHead,Materials\FFO\SnekFemHead.bgsm
Actors\Character\CharacterAssets\SynthGen2Head1.nif,Face,materials\actors\Synths\Gen2SkinHead.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard01.nif,BigBeard01:0,Materials\Actors\Character\FacialHair\Beard_1bit.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard01_faceBones.nif,BigBeard01_faceBones:0,Materials\Actors\Character\FacialHair\Beard_1bit.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard01_Hairline.nif,BigBeard01_Hairline:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair02.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard01_Hairline_faceBones.nif,BigBeard01_Hairline_faceBones:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair02.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard02.nif,BigBeard02:0,Materials\Actors\Character\FacialHair\Beard_1bit.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard02_faceBones.nif,BigBeard02_faceBones:0,Materials\Actors\Character\FacialHair\Beard_1bit.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard02_Hairline.nif,BigBeard02_Hairline:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair02.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard02_Hairline_faceBones.nif,BigBeard02_Hairline_faceBones:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair02.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard03.nif,BigBeard03:0,Materials\Actors\Character\FacialHair\Beard_1bit.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard03_faceBones.nif,BigBeard03_faceBones:0,Materials\Actors\Character\FacialHair\Beard_1bit.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard03_Hairline.nif,BigBeard03_Hairline:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair02.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard03_Hairline_faceBones.nif,BigBeard03_Hairline_faceBones:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair02.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard04.nif,BigBeard04:0,Materials\Actors\Character\FacialHair\Beard_1bit.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard04_faceBones.nif,BigBeard04_faceBones:0,Materials\Actors\Character\FacialHair\Beard_1bit.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard04_Hairline.nif,BigBeard04_Hairline:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair02.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard04_Hairline_faceBones.nif,BigBeard04_Hairline_faceBones:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair02.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard05.nif,BigBeard05:0,Materials\Actors\Character\FacialHair\Beard_1bit.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard05_faceBones.nif,BigBeard05_faceBones:0,Materials\Actors\Character\FacialHair\Beard_1bit.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard05_Hairline.nif,BigBeard05_Hairline:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair02.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard05_Hairline_faceBones.nif,BigBeard05_Hairline_faceBones:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair02.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard06.nif,BigBeard06:0,Materials\Actors\Character\FacialHair\Beard_1bit.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard06_faceBones.nif,BigBeard06_faceBones:0,Materials\Actors\Character\FacialHair\Beard_1bit.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard06_Hairline.nif,BigBeard06_Hairline:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair02.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard06_Hairline_faceBones.nif,BigBeard06_Hairline_faceBones:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair02.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard07.nif,BigBeard07:0,Materials\Actors\Character\FacialHair\Beard_1bit.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard07_faceBones.nif,BigBeard07_faceBones:0,Materials\Actors\Character\FacialHair\Beard_1bit.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard07_Hairline.nif,BigBeard07_Hairline:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair02.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard07_Hairline_faceBones.nif,BigBeard07_Hairline_faceBones:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair02.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard08.nif,BigBeard08:0,Materials\Actors\Character\FacialHair\Beard_1bit.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard08_faceBones.nif,BigBeard08_faceBones:0,Materials\Actors\Character\FacialHair\Beard_1bit.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard08_Hairline.nif,BigBeard08_Hairline:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair02.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard08_Hairline_faceBones.nif,BigBeard08_Hairline_faceBones:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair02.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard10.nif,BigBeard10:0,Materials\Actors\Character\FacialHair\Beard_1bit.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard10_faceBones.nif,BigBeard10_faceBones:0,Materials\Actors\Character\FacialHair\Beard_1bit.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard10_Hairline.nif,BigBeard10_Hairline:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair02.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard10_Hairline_faceBones.nif,BigBeard10_Hairline_faceBones:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair02.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard11.nif,BigBeard11:0,Materials\Actors\Character\FacialHair\Beard_1bit.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard11_faceBones.nif,BigBeard11_faceBones:0,Materials\Actors\Character\FacialHair\Beard_1bit.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard11_Hairline.nif,BigBeard11_Hairline:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair02.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard11_Hairline_faceBones.nif,BigBeard11_Hairline_faceBones:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair02.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard12.nif,BigBeard12:0,Materials\Actors\Character\FacialHair\Beard_1bit.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard12_faceBones.nif,BigBeard12_faceBones:0,Materials\Actors\Character\FacialHair\Beard_1bit.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard12_Hairline.nif,BigBeard12_Hairline:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair02.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard12_Hairline_faceBones.nif,BigBeard12_Hairline_faceBones:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair02.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard13.nif,BigBeard13:0,Materials\Actors\Character\FacialHair\Beard_1bit.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard13_faceBones.nif,BigBeard13_faceBones:0,Materials\Actors\Character\FacialHair\Beard_1bit.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard13_Hairline.nif,BigBeard13_Hairline:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair02.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard13_Hairline_faceBones.nif,BigBeard13_Hairline_faceBones:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair02.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard14.nif,BigBeard14:0,Materials\Actors\Character\FacialHair\Beard_1bit.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard14_faceBones.nif,BigBeard14_faceBones:0,Materials\Actors\Character\FacialHair\Beard_1bit.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard14_Hairline.nif,BigBeard14_Hairline:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair02.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard14_Hairline_faceBones.nif,BigBeard14_Hairline_faceBones:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair02.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard15.nif,BigBeard15:0,Materials\Actors\Character\FacialHair\Beard_1bit.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard15_faceBones.nif,BigBeard15_faceBones:0,Materials\Actors\Character\FacialHair\Beard_1bit.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard15_Hairline.nif,BigBeard15_Hairline:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair02.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard15_Hairline_faceBones.nif,BigBeard15_Hairline_faceBones:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair02.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard16.nif,BigBeard16:0,Materials\Actors\Character\FacialHair\Beard_1bit.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard16_faceBones.nif,BigBeard16_faceBones:0,Materials\Actors\Character\FacialHair\Beard_1bit.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard16_Hairline.nif,BigBeard16_Hairline:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair02.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard16_Hairline_faceBones.nif,BigBeard16_Hairline_faceBones:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair02.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard17.nif,BigBeard17:0,Materials\Actors\Character\FacialHair\Beard_1bit.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard17_faceBones.nif,BigBeard17_faceBones:0,Materials\Actors\Character\FacialHair\Beard_1bit.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard17_Hairline1.nif,BigBeard17_Hairline1:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair02.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard17_Hairline1_faceBones.nif,BigBeard17_Hairline1_faceBones:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair02.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard17_Hairline2.nif,BigBeard17_Hairline2:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair01.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard17_Hairline2_faceBones.nif,BigBeard17_Hairline2_faceBones:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair01.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard18.nif,BigBeard18:0,Materials\Actors\Character\FacialHair\Beard_1bit.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard18_faceBones.nif,BigBeard18_faceBones:0,Materials\Actors\Character\FacialHair\Beard_1bit.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard19.nif,BigBeard19:0,Materials\Actors\Character\FacialHair\Beard_1bit.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard19_faceBones.nif,BigBeard19_faceBones:0,Materials\Actors\Character\FacialHair\Beard_1bit.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard19_Hairline.nif,BigBeard19_Hairline:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair02.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard19_Hairline_faceBones.nif,BigBeard19_Hairline_faceBones:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair02.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard20.nif,BigBeard20:0,Materials\Actors\Character\FacialHair\Beard_1bit.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard20_faceBones.nif,BigBeard20_faceBones:0,Materials\Actors\Character\FacialHair\Beard_1bit.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard20_Hairline.nif,BigBeard20_Hairline:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair02.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard20_Hairline_faceBones.nif,BigBeard20_Hairline_faceBones:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair02.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard21.nif,BigBeard21:0,Materials\Actors\Character\FacialHair\Beard_1bit.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard21_faceBones.nif,BigBeard21_faceBones:0,Materials\Actors\Character\FacialHair\Beard_1bit.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard21_Hairline1.nif,BigBeard21_Hairline1:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair02.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard21_Hairline1_faceBones.nif,BigBeard21_Hairline1_faceBones:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair02.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard21_Hairline2.nif,BigBeard21_Hairline2:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair01.BGSM
Actors\Character\CharacterAssets\Beards\BigBeard21_Hairline2_faceBones.nif,BigBeard21_Hairline2_faceBones:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair01.BGSM
Actors\Character\CharacterAssets\Beards\HumanBeard02.nif,HumanBeard02:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair01.BGSM
Actors\Character\CharacterAssets\Beards\HumanBeard02_faceBones.nif,HumanBeard02_faceBones:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair01.BGSM
Actors\Character\CharacterAssets\Beards\HumanBeard03.nif,HumanBeard03:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair01.BGSM
Actors\Character\CharacterAssets\Beards\HumanBeard03_faceBones.nif,HumanBeard03_faceBones:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair01.BGSM
Actors\Character\CharacterAssets\Beards\HumanBeard04.nif,HumanBeard04:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair01.BGSM
Actors\Character\CharacterAssets\Beards\HumanBeard04_faceBones.nif,HumanBeard04_faceBones:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair01.BGSM
Actors\Character\CharacterAssets\Beards\HumanBeard05.nif,HumanBeard05:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair01.BGSM
Actors\Character\CharacterAssets\Beards\HumanBeard05_faceBones.nif,HumanBeard05_faceBones:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair01.BGSM
Actors\Character\CharacterAssets\Beards\HumanBeard06.nif,HumanBeard06:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair01.BGSM
Actors\Character\CharacterAssets\Beards\HumanBeard06_faceBones.nif,HumanBeard06_faceBones:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair01.BGSM
Actors\Character\CharacterAssets\Beards\HumanBeard07.nif,HumanBeard07:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair01.BGSM
Actors\Character\CharacterAssets\Beards\HumanBeard07_faceBones.nif,HumanBeard07_faceBones:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair01.BGSM
Actors\Character\CharacterAssets\Beards\HumanBeard08.nif,HumanBeard08:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair01.BGSM
Actors\Character\CharacterAssets\Beards\HumanBeard08_faceBones.nif,HumanBeard08_faceBones:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair01.BGSM
Actors\Character\CharacterAssets\Beards\HumanBeard09.nif,HumanBeard09:0,Materials\Actors\Character\FacialHair\Beard_8bit_FacialHair01.BGSM
